Comment;Statement/No statement;;;;;
;;;;;;
Bear happs oh ja, mich auch👍🏼👍🏼;0;;;;;
Ist notiert, danke!;0;;;;;
Muuuuuuulm;0;;;;;
Anal höhö;0;;;;;
Nö, bloß nicht, das artet nur wieder in Rassismus aus und führt zu Zweifeln an der Kompetenz unserer neuen Fachkräfte.;0;;;;;
@HesseJamez was hat das mit rassismus zu tun ?;0;;;;;
@lilly johnson  Wenn Islam eine Rasse ist, müssen Analphabeten ja wohl auch eine sein....jedenfalls ist alles, wodurch sich unsere Neubürger beleidigt fühlen könnten, grundsätzlich erstmal Rassismus...zumindest nach deren Logik.;0;;;;;
Oh boi ich hab analpropheten gelesen;0;;;;;
;;;;;;
Da kann dir Patti selbst vielleicht etwas zu sagen.;0;;;;;
Für die Antwort ist es leider noch zu früh..;0;;;;;
Swaggy Batman frag doch mal bei raffa nach ☺️☺️;0;;;;;
;;;;;;
"Möchtest Du ernsthaft erfahren wieso trans* Menschen sich nicht &quot;einfach selbst annehmen&quot; können oder willst Du mit &quot;arrogant und pervers&quot; doch wieder Deine Portion Beleidigungen dalassen?";1;;;;;
CathyKatha wenn du mir mehr als 0815 Phrasen nenne kannst bin ich ganz Ohr;0;;;;;
"Ich kann&#39;s versuchen! Schön, dass wir ins Gespräch kommen!<br>Disclaimer: ich kann nicht für alle trans* Menschen sprechen. Da gibt es ganz unterschiedliche persönliche Gründe für verschiedenste Ansichten unter trans* Menschen. Manche haben ja z.B. kein (so großes) Problem mit ihrem Körper, sodass sie gar keine/nur eine Art OP vornehmen lassen.<br>Bei denen, die ihren Körper nicht annehmen können, ist es jedoch schwierig nur von Unzufriedenheit zu sprechen. Das geht zum Teil bis zu Selbsthass und Selbstverletzung, das ist einige Stufen krasser. Denn die Ausbildung des Körpers in die primären Geschlechtsorgane hat sie ja erst in die Situation gebracht, bei der Geburt nicht das Geschlecht zugewiesen bekommen zu haben, welches mit dem eigentlichen (&quot;gefühlten&quot;) übereinstimmt. Der Körper visualisiert also quasi all den Schmerz, der ihnen auch sozial zugefügt wird.<br>Und dann gibt&#39;s noch körperliche Dysphorie (body disphoria). Diese medizinische Diagnose ist aber eine der eher gängigen Erklärungen. Ist das für Dich schon eine &quot;0815 Phrase&quot;?<br>Weitere Fragen, etwas zu undeutlich, mehr?";1;;;;;
"CathyKatha also so eine Op hat einen hohen Stellwert in der Symbolik &quot;endlich eine Frau sein&quot;. Aber wie kommt es das es die Leute so fertig macht nicht in ihrem Wunschgeschlecht zu Leben und wie kommen sie überhaupt auf den Gedanken im Falschen Geschlecht zu leben? Ist das alles mit Biologie begründbar oder spielt da nicht doch noch etwas Psychisches mit?";1;;;;;
Tribble <br>Das ist die Frage die bis heute keine Seite zu 100% beantworten kann.;0;;;;;
Heftig. Die scheinen ja wirklich richtig geistig gestört zu sein.;0;;;;;
Albert Bundy <br>No.;0;;;;;
"Tribble Ich hoffe du kannst Englisch😉 <a href=""https://mobile.the-scientist.com/article/51914/are-the-brains-of-transgender-people-different-from-those-of-cisgender-people"">https://mobile.the-scientist.com/article/51914/are-the-brains-of-transgender-people-different-from-those-of-cisgender-people</a><br>Wichtig zu wissen ist auch, dass die Forschung dazu noch in ihren Kinderschuhen steckt, es kann also noch nichts zu 200% mit Wahrheit &amp; Klarheit belegt werden, aber es gibt erste Indizien (sh. Artikel)";0;;;;;
"K4nf of the W0rld <a href=""https://thehumanist.com/commentary/human-brains-have-no-gender"">https://thehumanist.com/commentary/human-brains-have-no-gender</a><br><a href=""https://www.transgendertrend.com/brain-research/"">https://www.transgendertrend.com/brain-research/</a>";0;;;;;
Kinnas die Brain Study sagt gar nichts.;0;;;;;
Wenn sie nicht sagt, sagt sie damit quasi auch etwas aus. Es ist kein Unterschied zu Wahnvorstellungen auszumachen ist.;0;;;;;
"Albert Bundy <br>Das einzige was sie sagt, ist, dass die getesteten Ähnlichkeiten in Masse und Aktivität haben, wie das Geschlecht, dem sie sich zugehörig empfinden. Da die Übergänge aber selbst bei &quot;normalen&quot; Menschen flüssig sind und nicht genügend Variablen ausgeteszet wurden, sagt die Studie - ich korrigiere mich - recht wenig aus. <br><br>Wahnvorstellungen sind es trotzdem nicht.";1;;;;;
Damit man sich überhaupt operieren lassen kann, muss man erstmal akzeptiert haben, dass man trans geboren wurde;1;;;;;
"Albert Bundy <a href=""https://www.scientificamerican.com/article/is-there-something-unique-about-the-transgender-brain/"">https://www.scientificamerican.com/article/is-there-something-unique-about-the-transgender-brain/</a><br><br><a href=""http://sitn.hms.harvard.edu/flash/2016/gender-lines-science-transgender-identity/"">http://sitn.hms.harvard.edu/flash/2016/gender-lines-science-transgender-identity/</a><br><br><a href=""https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4987404/"">https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4987404/</a><br><br><a href=""https://www.ncbi.nlm.nih.gov/m/pubmed/26766406/"">https://www.ncbi.nlm.nih.gov/m/pubmed/26766406/</a><br><br><a href=""https://www.ncbi.nlm.nih.gov/m/pubmed/25217469/"">https://www.ncbi.nlm.nih.gov/m/pubmed/25217469/</a><br><br><a href=""https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3665407/"">https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3665407/</a><br><br><a href=""https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2754583/"">https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2754583/</a><br><br><a href=""https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3105355/"">https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3105355/</a><br><br><a href=""https://www.ncbi.nlm.nih.gov/m/pubmed/7477289/"">https://www.ncbi.nlm.nih.gov/m/pubmed/7477289/</a><br><br><a href=""https://www.huffingtonpost.com/ravishly/neuroscience-proves-what-_b_6494820.html?ncid=engmodushpmg00000003"">https://www.huffingtonpost.com/ravishly/neuroscience-proves-what-_b_6494820.html?ncid=engmodushpmg00000003</a><br><br><a href=""https://www.telegraph.co.uk/news/2018/05/22/transgender-brain-scans-promised-study-shows-structural-differences/"">https://www.telegraph.co.uk/news/2018/05/22/transgender-brain-scans-promised-study-shows-structural-differences/</a>";0;;;;;
"Alles Studien, Hinweise, Spekulationen, Vermutung ohne jegliche Beweise von LGBT-freundlichen &quot;Wissenschaften&quot;. Wenn sie in der Lage sind, tatsächlich anhand von Scans zu bestimmen, wer &quot;Transgender&quot; ist und wer nicht, dann kann man damit gerne kommen. Bis dahin ordne ích es als das ein was es ist, Pseudowissenschaft.";1;;;;;
Albert Bundy Man ist gerade auf dem Weg zu solchen Scans.;0;;;;;
Albert Bundy Die WHO ist übrigens gerade dabei, Transidentität auch offiziell von der Liste psychischer Krankheiten zu streichen - inoffiziell wird sie von Experten schon lange nicht mehr als Krankheit gesehen.;1;;;;;
Desmodontinae10 <br>Sie wird lediglich in eine andere Kategorie gepackt, aber nicht <i>von der Liste</i> der psychischen Krankheiten.;0;;;;;
snowwhitewitch Doch, aber sie wird nicht aus dem ICD genommen;0;;;;;
snowwhitewitch Das ICD beinhaltet viele Dinge, die keine Krankheiten sind. Zum Beispiel Schwangerschaft;0;;;;;
Desmodontinae10 <br>International Classification of Disease sagt schon alles.;0;;;;;
snowwhitewitch *International Statistical Classifications of Diseases and Related Health Problems;0;;;;;
Desmodontinae10 <br>Wow, als ob die lange Form einen Unterschied macht😂👏;0;;;;;
"snowwhitewitch Das &quot;and related health problems&quot; macht einen ziemlich großen Unterschied.";0;;;;;
"Das Ziel wurde von Anfang an offen kommuniziert. Stigmatisierung vermeiden, aber trotzdem Krankenkassen zur Zahlung verpflichten. Nur weil man es jetzt umformuliert hat, ändert das nichts an der Tatsache, dass die Leute geisteskrank sind.<br>Desmodontinae10 &quot;Man ist gerade auf dem Weg zu solchen Scans.&quot; Ja, genau. Kurz davor. Wahrscheinlich präsentieren sie es zusammen mit dem wissenschaftlichen Beweisen für fliegende Einhörner.<br><br>Neuronale Verbindungen bilden sich durch erlerntes, d.h. es muss nichts angeborenes sein. Wenn jemand eine Frau immitiert, kann es durchaus sein, dass man ähnliche Muster findet. Was nicht bedeutet, dass das Gehirn &quot;transgender&quot; ist, sondern nur, dass man ähnliche Fähigkeiten erlernt hat wie die Durchschnittsfrau (Make-Up etc.).<br>Auch bedeutet das nicht, dass jemand damit eine Frau ist. Denn bei der Unterscheidung ob männlich oder weiblich, spielt die &quot;Gehirnchemie&quot; überhaupt keine Rolle. Es geht lediglich um die Differenzierung von spermien- und eizellenkreierenden Organismen. Das biologische Geschlecht ist bereits als Spermie festgelegt. Es ist auch kein &quot;Frauengehirn&quot; im Männerkörper, denn jede Gehirnzelle trägt weiterhin XY in sich. Es würde lediglich bedeuten, dass die Geisteskrankheit, eine biologische Ursache hat.<br><br>Rein hypothetisch, nehmen wir an, es gäbe medizinisch eine Methode &quot;Transgenderismus&quot; durch Brainscans festzustellen. Was würde dann wohl passieren? Stell dir vor, der Scan sagt, du seist gar nicht Transgender. Glaubst du die Leute werden das einfach akzeptieren? Sie werden die Methode anzweifeln, bekämpfen und verbieten. Und genau deswegen wird es eine solche Methode auch nie geben.<br>In Wirklichkeit geht es nicht um die biologische Wahrheit, das darf es, aus sicht des Transgenderismus, auch gar nicht! Es muss immer ein Zwischending sein. Irgendwelche Studien, die irgendetwas nahelegen, das alles etwas zu komplex ist und Raum für den eigenen Glauben liefern, aber ohne irgendetwas handfestes liefern zu dürfen.";1;;;;;
Albert Bundy Hast Du die Links gelesen, die ich Dir gesendet habe?;0;;;;;
Desmodontinae10 Hast du den text begriffen, den ich verfasst hab?;0;;;;;
Albert Bundy Ich hab aufgehört, als Du mich als geisteskrank bezeichnet hast.;0;;;;;
Albert Bundy Da Du meintest, es ginge um neuronale Verbindungen, gehe ich davon aus, dass Du die Links nicht gelesen hast. Es geht um die Anzahl der Neuronen im limbischen System, und die wird vor der Geburt festgelegt;0;;;;;
"Desmodontinae10 &quot;Ich hab aufgehört, als Du mich als geisteskrank bezeichnet hast.&quot; Du hast also aufgehört, als dir die Wahrheit nicht gefallen hat. Du versteht es nicht oder willst es nicht verstehen. Es ist IRRELEVANT. Weiblich und männlich ist die Unterscheidung zwischen spermienkreierenden und eizellenkreiernden Organismen. Keiner guckt nach ob das Pferd eine Stute oder Hengst ist, anhand von Gerhirnchemie. Die Bienenkönigin, ist eine KönigIN, weil sie die Eier legt! Das ist das Einzige Kriterium die eine Rolle spielt. PUNKT. EIER, EIZELLEN, SPERMIEN.  ENDE. Keine Gehirnchemie.<br>Egal was diese Studien zeigen, was sie höchsten zeigen können ist, dass dein Gehirn beschädigt ist, welches eine Dysphorie erzeugt. Dass deine mentale Störung eine biologische Ursache hat. Mehr nicht. FAKT ist, dein biologisches Geschlecht ist bereits als Spermie festgelegt!! Wenn deine Spermie also Y-trägt, du biologisch männlich geboren wirst, dann bist du als genau das geboren worden, was du hättest werden sollen. Dein Körper ist GESUND. Hast du jetzt eine Dysphorie und findet jemand eine biologische Ursache, dann ist es letztendlich nur genau das. Eine Dysphorie mit einer biologischen Ursache. An deinem Körper ist alles Gesund, nur in deinem Kopf funktioniert etwas nicht richtig. Das macht einen Mann nicht zur Frau und eine Frau nicht zum Mann. Nur zu einem mental gestörten Mann und mental gestörten Frau.";1;;;;;
Albert Bundy Dann geh in die Wissenschaft und beweise das.;0;;;;;
"Desmodontinae10 Das ist bereits FAKT. Da gibt es nichts zu beweisen. Das sollte jeder wissen, der im Biologieunterricht aufgepasst hat. Dein Geschlecht ist als Spermie bereits festgelegt. Und die biologische Definition kannst du im Lehrbuch nachschlagen. Ich kann sie dir aber auch mal herauskopieren. <br><br>&quot;Das männliche Geschlecht ist bei der zweigeschlechtlichen Fortpflanzung dasjenige Geschlecht, das die größere Menge an Keimzellen (Samenzellen) bereitstellt, mit denen die weiblichen Keimzellen (Eizellen) befruchtet werden und einen oder mehrere Nachkommen (Mehrlinge) entstehen lassen.&quot;<br>&quot;Das weibliche Geschlecht ist bei der zweigeschlechtlichen Fortpflanzung dasjenige Geschlecht, das die weiblichen Keimzellen (Eizellen) bereitstellt, die von der größeren Menge der männlichen Keimzellen (Spermien) befruchtet werden und einen oder mehrere Nachkommen (Mehrlinge) entstehen lassen.&quot;<br><br>oder möchtest es in englisch?<br><br>&quot;Female (♀) is the sex of an organism, or a part of an organism, that produces non-mobile ova (egg cells).&quot;<br>&quot;A male (♂) organism is the physiological sex that produces sperm.&quot;<br><br>Wie du sieht, geht es nicht um die die Beschaffenheit deinens Hirns. Du bist weiblich, wenn du die Organe hast, die Eizellen produzieren. Ob dein Gehirn dem eines männliches Gehirnes ähnelt, oder ob dein Furz eher dem eines männliches Furzes ähnelt, spielt dabei keine Rolle.<br>Genau deswegen wird es keine Rolle spielen, was in einer solche Studie mit Gehirnscans gefunden wird. Sie kann höchstens ermitteln, ob du einfach nur bescheuert bist, oder du eigentlich nichts dafür kannst, weil die Dysphorie tatsächlich angeboren ist.<br><br>Aber ein Mann bleibt Mann und eine Frau bleibt eine Frau.";1;;;;;
Albert Bundy Da Du es ja auch auf Englisch definiert hast, kennst Du bestimmt auch den Unterschied zwischen sex und gender.;1;;;;;
"Desmodontinae10 Du meinste nicht DEN Unterschied zwischen Gender und Sex, sondern John Money&#39;s Interpretation davon (1955). Bis dahin war es durchaus das biologische Aspekt bezogen. Seit dem kann der Begriff AUCH auf das &quot;soziale Geschlecht&quot; bezogen sein. Nach seiner Theorie ist das Geschlecht ein rein soziales Konstrukt, hat nichts mit Biologie zu tun und deshalb könnte ein Junge auch zur Frau erzogen werden etc. (&quot;FunFact&quot;: sein Experiment schlug Fehl, das Versuchsobjekt brachte sich um).Aber über wir welchen Aspekt unterhalten wir uns denn? Doch über den biologischen Aspekt oder? Du willst ja nicht Transgender i.S.v. &quot;transsozialer Rolle&quot; sein, das nichts mit Biologie zu tun hat. Nein, ihr wollt dass eine Transfrau genauso Frau ist wie eine biologische Frau ist, und deswegen versucht ihr einen biologischen Bezug zu konstruieren.";1;;;;;
Albert Bundy Wenn Du Dir so sicher bist, wieso diskutierst Du das dann nicht mit Wissenschaftlern, sondern nur mit Fremden im Internet?;0;;;;;
Albert Bundy Dann geh zu den Wissenschaftlern und beweise ihnen, dass wir psychisch krank sind;0;;;;;
Die Wissen doch, dass ihr einen an der Klatsche habt. Deswegen hatte man es ja auch unter Verhaltensstörungen eingeordnet, und deswegen ist es ja auch im DSM (Diagnostic and Statistical Manual of MENTAL DISORDERS) zu finden. Warum werdet ihr wohl zum Psychologen geschickt? Die schneiden ja einem den gesunden Penis ab, eben weil ihr vor lauter Geisteskrankheit sonst selbstmord begeht, deswegen hat man sich für das kleine Übel entschieden.;0;;;;;
Tina! Ableismus muss wirklich nicht sein.;0;;;;;
OK! Ich find nur, der hat eine Art zu quatschen, die mir sprichwörtlich auf den hoffentlich irgendwann nicht mehr vorhandenen Sack geht.;0;;;;;
Selbst wenn, wäre es noch immer besser als genderbehindert zu sein.;1;;;;;
Na dann herzlichen Glückwunsch, Albert! <br>Dann Frage ich mich nur, warum Du Dich als nicht Betroffener dermaßen in das Thema reinhängst?<br>Warum kümmerst Du Dich nicht um wichtigere Themen wie zB Schafzucht oder Schiffsschrauben, oder so? <br><br>Oder bist Du gar dem Wahn verfallen zu Glauben, mit Deinem Halbwissen irgendjemanden von seinem bestimmt nicht leichtfertig eingeschlagenen Weg abhalten zu können?;0;;;;;
;;;;;;
Danke, dass freut uns sehr. Uns fasziniert die Geschichte von Patti auch sehr...;0;;;;;
;;;;;;
Hm?;0;;;;;
;;;;;;
V2GX du bist anscheindend nicht normal...;0;;;;;
Was genau meinst du? Wir finden die Entscheidung von Patti sehr stark und wenn du dir die anderen Kommentare hier anschaust, ist sie für viele sicherlich auch ein Vorbild.;0;;;;;
:);0;;;;;
reporter Meint ihr nicht, dass es mindestens fragwürdig sein sollte, ob sie als Vorbild angesehen wird? Früher waren es Fußballspieler, Popstars, Menschen die sich durch lange harte Arbeit etwas großes aufgebaut haben und heute... sind das Transmenschen?;1;;;;;
Member Berry Es geht nicht um das Trans sein an sich (nach dem Motto ich will später Sängerin werden), sondern darum dass es vorbildlich ist wenn ein Mensch dafür kämpft sein zu können wer er/sie ist. Gerade vor dem Hintergrund, dass unsere Gesellschaft zum Teil leider immer noch abwertend reagiert(woher auch immer die Menschen das Recht dazu nehmen).;1;;;;;
V2GX <br>Richtig. Aber natürlich. Bye!;0;;;;;
Jemand der lernt mit der Realität umzugehen ist ein Vorbild. Wenn jemand Körperteile abtrennt, um seine Fantasie auszuleben, ist das alles andere als ein Vorbild.;1;;;;;
"Christine Laschinsky <br>Das Problem liegt in dem Unverständnis von Perspektiven. Etwas wie &quot;objektive Realität&quot; gibt es da nämlich nicht. Deine eigene Realität mag für andere zwar unbegreiflich sein, für dich ist sie aber sehr real. Genau so ist es bei Patti. <br>Das was sie zum Vorbild macht, ist die Ablehnung des Drucks, der von der Gesellschaft kommt immer perfekt zu sein.";0;;;;;
"&quot;Etwas wie &quot;objektive Realität&quot; gibt es da nämlich nicht.&quot; Doch, die gibt es. Eins plus eins, ergibt nicht drei und die Erde wird nicht zur Scheibe, nur weil du ganz, ganz fest daran glaubst. <br>&quot;Deine eigene Realität mag für andere zwar unbegreiflich sein, für dich ist sie aber sehr real.&quot; Auch bekannt als Wahnvorstellung.";0;;;;;
"Christine Laschinsky <br>Du verstehst das Prinzip von Perspektiven einfach nicht. Im Sinne von Perspektiven gibt es keine objektive Realität! <br><br>Auch wenn es nicht der Realität an sich entspricht, macht es das für den Empfindenden nicht weniger wahr. Und dann mit Sprüchen von wegen &quot;Fantasien&quot; zu kommen, ohne den Hauch einer Ahnung von der ganzen Thematik, lässt dich nicht gerade sehr klug wirken. <br><br>Genauso wie es einfach dämlich wäre jemandem der gerade eine Panik-Attacke hat zu sagen, alles seie okay. Das widerspricht dem derzeitigen subjektivem Empfinden und hilft niemandem.";0;;;;;
Ich muss nicht klug wirken. Mir reicht es schon, wenn ich nicht so ein Dünnpfiff labere wie du.;0;;;;;
Infinity <br>Ist sie nicht.;0;;;;;
V2GX doch, ist es.;0;;;;;
Da Christine hier schon den Großteil meiner Meinung vertreten hat, brauch ich mich ja gar nicht mehr zu einer weiteren Diskussion diesbezüglich zu zerren. Zudem wäre es sowieso zu unrealistisch, solch eine lächerliche Position/ Meinung von snowwhitewitch zu widerlegen. Kostet nur unnötige Zeit :)<br>Leb ruhig weiter in deiner 100+-Geschlechterwelt, snowwhitebitch.;0;;;;;
V2GX <br>Da du es nicht einmal versuchst, muss du dich auch nicht wundern für deine lächerliche, unbegründete Meinung, kritisiert zu werden :) <br>Und es gibt nur 2 Geschlechter, lol. Wtf?! <br><br>Außerdem kann man was ich gesagt habe, nicht widerlegen, weil es der Wahrheit entspricht. Ich studiere Psychologie, da lernt man schon etwas mehr als der average troll im Netz es für nicht nötig hält sich etwas auf dem Gebiet zu bilden! 😊👏;1;;;;;
;;;;;;
Nati Whatever Dankeschön 😊;0;;;;;
🙌;0;;;;;
;;;;;;
Danke!;0;;;;;
Victory Maske Sie zwinkert einen geheimen Morsecode.;0;;;;;
;;;;;;
Dexctron danke! :);0;;;;;
Danke für dein ehrliches Feedback!;0;;;;;
;;;;;;
Hannah Dankeschön 😊;0;;;;;
Wir freuen uns so sehr über all das positive Feedback für Patti und ihren Mut! Danke!;0;;;;;
"Das &quot;bleib du&quot; kommt wohl ein wenig zu spät ;)";0;;;;;
;;;;;;
TurtleJones danke 😊;0;;;;;
Danke dir für dein Feedback! Und ja, wir finden Patti echt stark - sie ist ein echtes role model!;0;;;;;
Womit ziehst Du den einen Vergleich?;0;;;;;
reporter Dankeschön 😊😊;0;;;;;
Swaggy Batman <br>Mit anderen Videos auf diesem Kanal?;0;;;;;
TurtleJones <br>Dürfen Leute nicht ihre eigene Meinung haben?<br>Ist meines Wissens im GG verankert.<br>Noch nie was von Demokratie gehört?;0;;;;;
Dan <br>Was wären deiner Ansicht nach denn andere Meinungen?;0;;;;;
TurtleJones Dass man z.B. dieses ganze Gendergetuhe ablehnt und es aufgrund eher fehlender wissenschaftlicher Erkenntnisse nicht glaubt oder vor allem dagegen sond, dass sich Leute als ein Geschlecht bezeichnen dürfen, was sie offensichtlich nicht sind, nur weil ihnen eben mal so ist.<br><br>Nur mal ein paar Beispiele.;1;;;;;
Dan <br>Dann muss ich dich leider enttäuschen, das ganze ist keine Meinung, sondern wissenschaftlich bewiesen. Um dir das zu zeigen musst du nur das Video ansehen und sehen, wie glücklich Patti mit ihrem neuen leben zu sein scheint. Wer sind wir um ihr, oder allen anderen denen es so geht, das abzusprechen, nur weil andere denken es ist quatsch?<br>Versuche dich mal in die Lage der Personen zu versetzen, die ihr leben lang darunter gelitten haben, nur, weil andere behaupten das das blödsinn ist.;1;;;;;
"Dan <br>Es ging mir in erster Linie auch nicht um einen Wissenschaftlichen Beweis, den können Sie problemlos bei google finden. <br>Es ging mir um Empathie, die Sie so überhaupt nicht zu zeigen scheinen. Ich weiß sehr wohl, das es eine Kehrseite der Medaille gibt, dass was Sie nicht zu sehen scheinen, ist dass Sie diese mit solchen Kommentaren befüttern. &quot;Transen&quot; begehen keinen Suizid weil mit ihnen &quot;in jungen jahren das ganze zeug gemacht wird&quot; sondern, weil sie gesellschaftlich nicht akzeptiert werden. Es gibt viel zu viele Menschen, auch gerade Eltern, die wie Sie das ganze als blödsinn bezeichnen und damit gerade die jungen Trans-Leute versuchen herabzuwürdigen oder im schlimmsten Fall umzupolen. Kein Wunder, dass diese dann nicht wissen was sie tun sollen und sich alleine fühlen, sich weiter isolieren und was dann passieren kann haben Sie ja bereits gesagt. <br>Ich bitte Sie, sich in eine Trans-Person hineinzuversetzen, um zu versuchen zu verstehen wie Ihre Worte Schaden anrichten.";1;;;;;
TurtleJones <br>Bei Google findet man viel, wenn der Tag lang ist.<br>Ich muss nicht mit jedem Empathie haben, was sie sicher auch nicht haben.<br>Das hat niemand.<br>Sicher, die Leute können teils nichts dafür sondern die Gesellschaft, die Kindern zeigt, dass sie Gott spielen können und so mal niernichts diernichts ihr Geschlecht ändern können, aber Jedem das Seine.<br>Sie können das ja gerne machen, aber ich muss das weder akzeptieren noch gutheißen. <br>An diesen Problemen ist die Gesellschaft schuld, denn von alleine würden Kinder nicht auf solche Ideen kommen...;1;;;;;
Dan<br>Ich finde es schade, dass Sie nicht verstehen wollen, das das ganze nichts mit Gott spielen zu tun hat. Sie werden nie nachvollziehen können wie es sich anfühlt im falschen Körper zu sein. Tatsächlich ist die Geschlechtsangleichung mit Hilfe von Hormonen und Operationen eine der wenigen Möglichkeiten für viele betroffenen ein Vernünftiges Leben zu führen.<br>Das Problem das ich mit Ihnen habe, ist, das Sie nicht verstehen wollen das das ganze keine Entscheidung ist, die man aus Spaß trifft, sondern eine lange durchdachte und mit Therapeuten besprochene, die vielen Leuten im wahrsten Sinne des Wortes ihr Leben rettet.<br>Ich möchte Ihnen auch keineswegs eine Meinung aufdrängen, sondern nur Zeigen, dass das ganze weniger mit Meinung zu tun hat als Sie denken und hoffe, dass Sie Ihren Standpunkt noch einmal überdenken, nicht mir zuliebe, sondern allen betroffenen, die täglich darunter leiden.;1;;;;;
TurtleJones <br>Das stimmt, ich werde das nie nachvollziehen können.<br>Ich danke ihnen für diese offene Konversation, auch wenn sie meine Meinung nicht geändert hat.;0;;;;;
@Shyvana_x3 Vielen dank das du das mit mir (uns?) teilst, ich freue mich dass die Transition so positiv war für dich und wünsche dir alles gute!;1;;;;;
"@Dan Wie Karl Raimund Popper sagte: &quot;Im Namen der Toleranz sollten wir das Recht beanspruchen, die Intoleranz nicht zu tolerieren.&quot; <br>In diesem Fall bist du der Intolerante! Das hat nichts mit Meinungsfreiheit zu tun.";0;;;;;
@Sachverhalt Sandor Gute Rechtfertigung für Faschismus...;0;;;;;
@Dan Danke, dass du mich beschuldigst Befürworter einer totalitären Herrschaftsform zu sein. Ich befürworte die Demokratie und dazu gehört auch seine Meinung frei ausleben zu dürfen solange es niemanden schadet und/oder wiederbetätigent ist. Wenn du dies nicht tolerierst bist du gegen die Demokratie.;0;;;;;
@Sachverhalt Sandor Du willst mir meine freie meinung verbieten, aber sagst, du seist ein Demokrat...<br>Es ist bestimmt einfach, Demokratisch zu sein, wenn alle anderen Meinungen verboten sind!<br>Wo haben wir das schon mal gesehen...mal schauen...Ach ja! In einem totalitärem Staat!<br><br><br>Tust du nur so, oder siehst du deine eigene Heuchlerei wirklich nicht?;0;;;;;
;;;;;;
Danke!;0;;;;;
Vielen Dank, dass du das so offen ansprichst.;0;;;;;
"Es stört, weil so eine hohe Summe von Krankenkassen bezahlt wird aber andere Menschen, die schwer krank sind nicht Mal die nötigen Medikamente bezahlt bekommen. Es ist sowohl eine Belastung für den Steuerzahler als auch für die Leute die im Krankenhaus arbeiten und sich nicht um die wirklich Kranken kümmern können, weil dadurch Zimmer, Betten &amp; Zeit verschwendet werden. Wenn dann soll man sowas selbst bezahlen wenn man schon sowas unbedingt braucht.";1;;;;;
+Steffi ich würde gender-Dysphorie schon als schwere Krankheit sehen. Und eine GA-OP ist eine recht effektive Heilungsstrategie.;1;;;;;
Steffi Sunlight was hat das mit Steuern zu tun? Im falschen Körper geboren zu sein ist eine genau so schwere Krankheit wie Diabetes oder Asthma.;1;;;;;
Steffi Sunlight dem müsste man dann aber, korrekterweise, die langfristigen Kosten einer sich sonst wohlmöglichen Depression entgegen stellen.;0;;;;;
"Zusätzlich zu dem, was die anderen schon gesagt haben: Um sich einer Geschlechtsumwandlung unterziehen zu dürfen, muss man zig Gutachten ablegen, um sicher zu gehen, dass die betroffene Person wirklich transsexuell ist. Sowas ist nicht nur ein &quot;Ich geh mal ins Krankenhaus und lass mir mein Genital entfernen&quot;, das ist ein jahrelanger Kampf bis man die OP zugesagt bekommt und deswegen finde ich es ziemlich gerechtfertigt,  dass die Krankenkasse das zahlt.";1;;;;;
Steffi Sunlight <br>Ach Steffi...und deshalb attackiert man die, die es betrifft? Wenn deine Oma an Krebs leidet und nichts bezahlt bekommt, dann ist das ganz sicher nicht Pattis Schuld.;0;;;;;
snowwhitewitch ja, solche Leute gibts leider noch. Wenn Nachbars Hund in meinem Revier kackt, darf ich auch über rot fahren. Und wenn nicht, versuche ich anderswo meinen Unmut breit zu machen. 😉;0;;;;;
nPlatin soll das ein Vergleich sein? <br>Was bedeutet denn für dich „angehen“?;0;;;;;
"abc def Ach, dann brsuchst du auch bei nem Schnupfen nicht zum Arzt gehen, wegen den totkranken. Dann sollte auch niemand zum Psychologen gehen, wegen Selbstmordgedanken oder Zwangsstörungen, wegen den totkranken. Sie konnte vorher kein erfülltes Leben leben, was durch die OP gesichert wurde. Auch kann nicht jeder eine Geschlechtsumwandlung haben. Erst muss die Person zum Psychologen, wo die Person halt überprüft wird, ob sie/er wirklich im falschen Körper steckt. Erst mit einer Genehmigung, wird die OP als notwendig gesehen und von der Kasse bezahlt. Bissle Recherche und man weiß mehr. ;)";1;;;;;
Max Beer, jo, schwere geisteskrankheit.;0;;;;;
"&quot;Die Zuschauer&quot; sind diejenigen die die Operation bezahlt haben, die Zuschauer haben ihm seinen Traum erfüllt, er hat nichts dazu beigetragen.";0;;;;;
